PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,final_type,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
246,2025-07-18,20:48:34.38,3,4,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,8,Top,1,1,2,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.64399,-1.26767,-3.338682,1209.592088,228.876537,1:45,6.02473,2.08167,5.39347,-31.43809,5.9178,5.35473,Splitter,2.21459,-0.60473,79.93569,-7.033716,-2.387975,0.439897,,,,,,,,,,,,-3.69717,3.69016,-1.78723,50,5.88925,7.17448,-126.95994,-3.96303,-5.9996,27.39703,-26.18583,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,7b9f1e10-6442-11f0-b8c1-3d0ab3898546,85.68471,,,7.7083,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:48:34.38,2025-07-18T20:48:34.3821312-05:00,2025-07-19T01:48:34.3821312Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,36d7a97e-57d0-477e-b8b1-4d61cddecd0f,55.108,-128.05747,13.69852,6.027,-2.91403,-13.09291,-2.07945,7.41482,-2.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
247,2025-07-18,20:48:58.44,3,5,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Simmons, Aaron",1000112212,Left,SCH_BOO,Undefined,8,Top,1,1,2,Undefined,Slider,InPlay,Undefined,LineDrive,Single,0,0,,86.38648,-0.927775,-1.565418,2224.371786,131.581067,10:30,6.00054,1.92713,5.60992,-34.99474,3.43965,-2.31473,Slider,2.21789,0.27264,78.11911,-7.379094,-1.979,0.446202,105.03531,11.257549,14.280923,832.394921,105.97894,13.95502,29.46733,211.59476,211.59476,17.078781,1.752773,0.66476,2.42524,-1.79169,50,5.89867,3.51982,-125.21693,-3.26548,1.0374,29.31418,-28.38929,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,89fb43d0-6442-11f0-b8c1-3d0ab3898546,84.47397,13.95042,,8.26737,,,,2.14754,2.28079,-0.29903,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:48:58.44,2025-07-18T20:48:58.4432128-05:00,2025-07-19T01:48:58.4432128Z,LineDrive,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,8b9ddcc0-c74d-4b82-ae56-3547f42d8b41,54.89002,-126.35654,14.65709,6.00417,-2.16184,-14.19465,-1.92774,3.47949,0.5187,269.541143,2.14754,146.41858,-24.19011,4.62045,-1.00873,0.19902,-0.0386,0.00601,-0.00049,2.28079,30.07386,-21.0007,2.40943,-0.51473,0.11453,-0.02187,0.00344,-0.0003,-0.29903,37.26973,0.92124,-1.73551,0.59108,-0.16735,0.0378,-0.00637,0.00055,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
248,2025-07-18,20:49:36.66,4,1,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Fitzgerald, Kyle",1000052425,Right,SCH_BOO,Undefined,8,Top,1,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.09972,-1.415333,-3.372636,2281.519614,222.609661,1:30,6.01152,2.08885,5.43095,-18.14934,14.91154,12.68776,Fastball,3.17094,-0.0162,84.52391,-4.825535,-1.119849,0.413836,74.90999,35.775686,155.350719,4446.202577,,,,,49.39679,,,-7.39662,8.25107,-1.79881,50,5.87363,7.35771,-134.85051,-3.96545,-13.54606,30.81176,-17.06319,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,a0bac820-6442-11f0-b8c1-3d0ab3898546,91.08056,31.94113,,8.57581,,,,0.89747,3.06746,0.02413,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:49:36.66,2025-07-18T20:49:36.6639104-05:00,2025-07-19T01:49:36.6639104Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,7490b68c-af50-4e54-a537-95d8e0c89a70,55.06998,-136.00401,15.40588,6.01012,-3.32666,-8.53159,-2.08375,7.86483,-6.77303,319.089392,0.89747,-81.01471,3.86621,0.51282,-0.13381,-0.21526,0.60211,-0.65078,0.27207,3.06746,64.23018,-27.89318,3.49043,-0.67681,-0.18673,0.69499,-0.75193,0.31174,0.02413,37.17574,-9.34726,1.59976,-0.28034,-0.15836,0.44172,-0.47019,0.19408,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
249,2025-07-18,20:49:55.13,4,2,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Fitzgerald, Kyle",1000052425,Right,SCH_BOO,Undefined,8,Top,1,0,1,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.32881,-1.42792,-3.28808,2231.551557,230.712985,1:45,6.01935,1.81699,5.65725,-20.42107,13.15942,14.60028,Fastball,2.98342,-0.03622,83.2471,-5.273452,-0.683494,0.417076,,,,,,,,,,,,-8.39048,7.46898,-1.54748,50,5.88553,7.00212,-133.65958,-4.02678,-14.9792,32.33752,-18.83997,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,abbe4d00-6442-11f0-b8c1-3d0ab3898546,90.37313,,,9.08171,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:49:55.13,2025-07-18T20:49:55.1313408-05:00,2025-07-19T01:49:55.1313408Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,1ae755b9-d5a0-409d-be87-c6618d9f36b9,54.84117,-134.82576,16.16876,6.01849,-3.34736,-9.41999,-1.80973,7.54231,-7.4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2025-07-18,20:50:17.68,4,3,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Fitzgerald, Kyle",1000052425,Right,SCH_BOO,Undefined,8,Top,1,0,2,Undefined,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.16791,-1.991912,-2.764515,1063.99305,238.081132,2:00,6.03176,1.96158,5.61823,-31.08419,5.98847,7.38851,Splitter,1.57944,-0.00484,79.47934,-7.738226,-1.445212,0.438226,,,,,,,,,,,,-4.65882,4.10646,-1.73025,50,5.84176,5.83629,-127.58318,-5.54786,-7.53173,30.94208,-25.53531,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b933bc40-6442-11f0-b8c1-3d0ab3898546,86.01138,,,8.68856,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:50:17.68,2025-07-18T20:50:17.6890368-05:00,2025-07-19T01:50:17.6890368Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,bedc17ba-f524-4330-863c-0d40be4944c4,54.88009,-128.76128,15.47104,6.03448,-4.57562,-12.76766,-1.95792,6.12305,-3.76586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
251,2025-07-18,20:50:47.50,5,1,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,8,Top,2,0,0,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.72764,-0.941229,-2.896741,1975.149185,257.602968,2:30,5.77009,2.01341,5.88928,-32.27825,3.81988,12.55438,Changeup,2.20505,0.36749,80.95099,-6.886643,-0.644272,0.432428,,,,,,,,,,,,-7.22264,2.50299,-1.7871,50,5.67527,5.94007,-127.42934,-3.20784,-11.95543,24.54759,-28.03092,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,cafd6a70-6442-11f0-b8c1-3d0ab3898546,87.16469,,,6.77664,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:50:47.50,2025-07-18T20:50:47.5046912-05:00,2025-07-19T01:50:47.5046912Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,ad661742-098d-4820-89b3-f36e6dd3304f,54.61432,-128.31516,12.27379,5.77277,-2.19634,-14.01546,-2.00923,6.37148,-5.97772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
252,2025-07-18,20:51:12.93,5,2,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,8,Top,2,0,1,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,89.32657,-2.999629,-4.144702,1120.775088,187.376759,12:15,5.99063,1.78788,5.64761,-17.68647,17.94599,2.17185,Fastball,1.70884,-1.90402,81.62264,-6.32455,-3.75844,0.42963,,,,,,,,,,,,-2.26024,10.28579,-1.43697,50,5.72409,9.26528,-129.18157,-7.33117,-3.81592,27.13701,-14.80858,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,da0efd80-6442-11f0-b8c1-3d0ab3898546,87.7324,,,7.70393,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:51:12.93,2025-07-18T20:51:12.9381888-05:00,2025-07-19T01:51:12.9381888Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,915695d5-37ab-4945-b0da-efe452833934,54.85135,-130.19669,13.5685,5.98797,-6.77722,-7.40429,-1.78623,9.40802,-1.90796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
253,2025-07-18,20:51:42.27,5,3,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Prater, Will",1000024933,Left,SCH_BOO,Undefined,8,Top,2,1,1,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,0,1,,94.00911,-1.83946,-2.351488,2266.438282,228.799231,1:45,5.97417,2.09748,5.53717,-17.35899,15.06753,15.89895,Fastball,2.80618,1.22319,84.96595,-5.120184,0.481704,0.409847,73.6509,-17.977431,-41.312896,,,,,9.19815,9.19815,-46.588271,0.079546,-8.74209,8.50811,-1.90416,50,5.80316,4.84343,-136.19914,-4.96179,-16.23934,33.00508,-16.36935,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,eb9e3ac0-6442-11f0-b8c1-3d0ab3898546,91.96718,2.66099,,9.04316,,,,0.16164,2.66099,-1.268,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:51:42.27,2025-07-18T20:51:42.2724608-05:00,2025-07-19T01:51:42.2724608Z,GroundBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,3b4f2dfe-010c-4812-b325-25903592c27f,54.96259,-137.39646,16.50254,5.97238,-4.36797,-8.18468,-2.09055,5.43254,-8.11967,180.0,0.15831,77.43514,,,,,,,,2.66243,-33.45222,,,,,,,,-1.26507,-68.05932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
254,2025-07-18,20:52:19.74,6,1,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Kuchinski, Sam",808452,Right,SCH_BOO,Undefined,8,Top,2,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,88.51667,-2.162176,-2.568391,2200.126817,232.002802,1:45,5.97176,1.99256,5.92642,-32.91462,3.06299,2.36374,Slider,1.21958,-0.19532,80.74165,-8.230648,-2.1437,0.431705,,,,,,,,,,,,-2.00272,2.57378,-1.78836,50,5.77991,5.65888,-128.3263,-5.98754,-3.30806,28.89651,-27.92275,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,02042d60-6443-11f0-b8c1-3d0ab3898546,87.31057,,,7.77502,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:52:19.74,2025-07-18T20:52:19.7458944-05:00,2025-07-19T01:52:19.7458944Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,7d79688e-1b50-48bf-91c9-cf3d64264546,54.5747,-129.35233,14.44826,5.97491,-4.99609,-13.96138,-1.99137,5.77634,-1.65403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
255,2025-07-18,20:52:34.78,6,2,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Kuchinski, Sam",808452,Right,SCH_BOO,Undefined,8,Top,2,1,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.77372,-1.972093,-2.486694,2352.194532,222.086253,1:30,6.1143,1.58395,5.49844,-15.18209,16.67875,14.06985,Fastball,3.00198,0.42894,85.88173,-4.855701,0.01783,0.406256,70.72839,50.318157,150.443704,5646.234788,,,,,50.55975,,,-7.86095,9.33245,-1.37625,50,5.93176,5.30107,-137.32841,-5.23171,-14.89377,32.64693,-14.49237,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,0aebb010-6443-11f0-b8c1-3d0ab3898546,92.77999,50.49272,,8.89199,,,,1.07156,2.97211,-0.42616,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:52:34.78,2025-07-18T20:52:34.7867648-05:00,2025-07-19T01:52:34.7867648Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,0a49b9ba-381f-4b59-8553-19425e8e5396,55.00224,-138.51248,16.32347,6.11197,-4.70608,-7.24619,-1.57831,5.84125,-7.44688,333.245717,1.07156,-57.61781,-0.44045,1.58108,-0.51007,0.14654,-0.03238,0.00714,-0.00115,2.97211,79.83451,-29.25826,4.04246,-0.87339,0.17363,-0.03875,0.01229,-0.00222,-0.42616,32.67337,-6.69705,0.28073,0.0689,-0.05382,0.00927,0.00011,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
256,2025-07-18,20:53:02.78,6,3,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Kuchinski, Sam",808452,Right,SCH_BOO,Undefined,8,Top,2,1,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.29185,-3.478993,-4.237747,2276.759301,225.257317,1:30,5.97891,1.77165,5.629,-18.98698,13.86237,12.84544,Fastball,1.13747,-1.11942,84.84933,-7.031664,-1.951043,0.41251,,,,,,,,,,,,-7.74473,8.38252,-1.41844,50,5.66944,9.39956,-134.81578,-8.86553,-14.17572,30.80629,-16.83094,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,1b9b14a0-6443-11f0-b8c1-3d0ab3898546,91.37336,,,8.44252,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:53:02.78,2025-07-18T20:53:02.7814912-05:00,2025-07-19T01:53:02.7814912Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,53d053d6-4eff-4b92-8cdc-c6823f8f687e,54.87122,-135.92433,15.40315,5.97756,-8.25988,-8.41547,-1.76586,9.90967,-7.08786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
257,2025-07-18,20:53:22.70,6,4,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Kuchinski, Sam",808452,Right,SCH_BOO,Undefined,8,Top,2,2,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.39898,-3.304835,-4.103548,2395.137067,224.423053,1:30,6.0368,1.79292,5.53008,-15.6643,16.55296,15.11812,Fastball,1.63057,-0.78996,85.62492,-6.269451,-1.417039,0.408522,,,,,,,,,,,,-8.82414,9.65918,-1.44601,50,5.7384,9.07179,-136.42695,-8.40938,-16.52233,31.84082,-14.08815,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,27757180-6443-11f0-b8c1-3d0ab3898546,92.26537,,,8.77406,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:53:22.70,2025-07-18T20:53:22.7052032-05:00,2025-07-19T01:53:22.7052032Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,9a2f1ead-dc81-4ca9-b3ad-6895be4dfcbd,54.96993,-137.582,15.92041,6.03419,-7.89832,-7.04408,-1.78596,9.67116,-8.26116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
258,2025-07-18,20:53:41.38,6,5,"De Los Santos, Alvery",672461,Right,GAT_GRI,"Kuchinski, Sam",808452,Right,SCH_BOO,Undefined,8,Top,2,2,2,Undefined,Splitter,InPlay,Undefined,LineDrive,Out,1,0,,87.60597,-0.949295,-2.023916,1144.710058,271.118155,3:00,5.92025,1.82934,5.52236,-36.02821,1.13205,5.28614,Splitter,2.0297,0.37676,79.92732,-7.54715,-1.080828,0.438744,86.66519,13.010846,-16.283369,1373.249813,104.41371,10.87089,-34.60866,161.86697,151.50396,-18.995804,1.597693,-3.29114,1.18862,-1.65682,50,5.81336,4.26417,-127.07705,-3.43258,-5.34269,27.80398,-30.24449,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,32cede90-6443-11f0-b8c1-3d0ab3898546,85.90996,12.12487,,7.67865,,,,1.42683,1.96698,-0.37456,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:53:41.38,2025-07-18T20:53:41.3894656-05:00,2025-07-19T01:53:41.3894656Z,LineDrive,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,3b00ca7b-4cff-4670-89a9-c27931ea8df8,54.97932,-128.16188,13.90199,5.92427,-2.25253,-15.12224,-1.82726,4.47263,-2.67135,83.912203,1.42683,118.87761,-20.31862,4.61962,-1.03224,0.16719,-0.01691,-0.00127,0.0005,1.96698,28.61668,-21.69481,2.41354,-0.42177,0.06706,-0.00635,0.0001,3e-05,-0.37456,-34.72481,-0.76419,2.15738,-0.85716,0.25832,-0.0629,0.01138,-0.00098,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
259,2025-07-18,20:56:28.92,1,1,"Oliver, Hambleton",693831,Right,SCH_BOO,"Thomas, Dale",1000074232,Right,GAT_GRI,Undefined,8,Bottom,0,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.31742,1.70106,-4.024539,2309.397044,80.60467,8:45,5.29456,3.88457,5.29623,-51.07932,-1.02992,-16.66233,Slider,2.63953,-1.2889,69.31418,-7.596497,-6.964261,0.509179,,,,,,,,,,,,6.97666,-0.50362,-3.50546,50,5.41303,8.42231,-110.32126,1.5705,8.45863,22.59812,-32.78465,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,966a7130-6443-11f0-b8c1-3d0ab3898546,74.02586,,,7.00324,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:56:28.92,2025-07-18T20:56:28.9234432-05:00,2025-07-19T01:56:28.9234432Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,77f220b8-d021-4c91-a4b3-f7d8d24066a6,55.2038,-111.3821,11.29906,5.30318,3.10954,-16.39233,-3.89152,8.02523,4.22931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
260,2025-07-18,20:56:44.09,1,2,"Oliver, Hambleton",693831,Right,SCH_BOO,"Thomas, Dale",1000074232,Right,GAT_GRI,Undefined,8,Bottom,0,1,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.30027,-0.046229,-3.403713,2240.884232,79.875619,8:45,5.25192,3.86934,5.23667,-53.03818,-1.59268,-18.89926,Slider,0.78855,-0.90872,68.73743,-9.643123,-6.745588,0.516232,,,,,,,,,,,,8.31622,-0.23646,-3.54124,50,5.20849,7.21393,-108.97855,-1.85452,9.82652,22.27011,-32.45343,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,9f97d680-6443-11f0-b8c1-3d0ab3898546,73.01449,,,6.56284,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:56:44.09,2025-07-18T20:56:44.0988672-05:00,2025-07-19T01:56:44.0988672Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,e393333d-d5ac-422e-bfda-a072cba2184a,55.26459,-110.04913,11.13506,5.26014,-0.29441,-16.22671,-3.87668,6.74155,4.91326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
261,2025-07-18,20:57:01.36,1,3,"Oliver, Hambleton",693831,Right,SCH_BOO,"Thomas, Dale",1000074232,Right,GAT_GRI,Undefined,8,Bottom,0,2,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.27388,-0.293678,-5.33582,2189.499166,250.220929,2:15,5.3146,3.83592,5.96799,-28.98108,7.51906,17.18851,Sinker,2.62602,0.30659,79.46463,-5.710774,-2.263966,0.434829,,,,,,,,,,,,-10.42879,4.36016,-3.42088,50,5.27539,11.17167,-127.55228,-1.62266,-16.93632,29.72321,-25.09314,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,a9b89c80-6443-11f0-b8c1-3d0ab3898546,86.68333,,,8.80925,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:57:01.36,2025-07-18T20:57:01.3600256-05:00,2025-07-19T01:57:01.3600256Z,,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,277e499a-ca3a-4ac2-8b40-105aec8fac02,54.53065,-128.60371,14.8616,5.31709,-0.73501,-12.54657,-3.82667,11.77078,-8.46816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
262,2025-07-18,20:57:17.41,1,4,"Oliver, Hambleton",693831,Right,SCH_BOO,"Thomas, Dale",1000074232,Right,GAT_GRI,Undefined,8,Bottom,0,2,1,Undefined,Sinker,InPlay,Undefined,Popup,Out,1,0,,87.85584,0.343293,-4.88896,2115.967798,240.249842,2:00,5.21024,3.70682,6.03364,-26.77253,10.54032,15.73587,Sinker,3.29827,0.4797,77.76492,-4.731746,-2.071839,0.439643,92.51603,49.232015,-3.981846,4422.051535,109.97125,124.27709,-2.51363,251.16781,238.86186,1.240174,6.097738,-9.88378,5.71402,-3.33239,50,5.22302,10.18373,-126.83995,-0.07468,-15.59131,33.60326,-23.16039,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b362d2f0-6443-11f0-b8c1-3d0ab3898546,85.73411,141.81767,,10.09092,,,,1.76889,3.06222,-0.54629,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,01:57:17.41,2025-07-18T20:57:17.4138880-05:00,2025-07-19T01:57:17.4138880Z,FlyBall,v3,,,,"Kuchinski, Sam",808452,Right,SCH_BOO,bb58489d-06d2-424a-9771-8b258f563976,54.46349,-128.01699,16.80163,5.21143,0.73657,-11.58019,-3.69866,10.72986,-7.79565,187.441784,1.77897,88.22206,-24.85266,6.6191,-1.11817,0.09479,0.00105,-0.00076,3e-05,3.06038,102.77295,-22.04118,0.98172,0.30675,-0.19225,0.04817,-0.00591,0.00028,-0.54732,-6.13383,4.77695,-1.59755,0.34851,-0.04731,0.00301,2e-05,-1e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
